Wavelength,H_blocker,K,L,M
4.43656,2.67E-08,0.000118256,9.25E-05,0.00729394
4.4405,4.19E-08,5.25E-05,0.000120878,0.00836039
4.44444,4.75E-08,7.58E-05,0.000198126,0.00952697
4.4484,2.75E-08,9.85E-05,9.68E-05,0.0109186
4.45236,6.58E-08,0.000191212,0.000144482,0.0124409
4.45633,5.98E-08,0.000127316,0.0001688,0.014421
4.4603,3.54E-08,6.53E-05,0.000192642,0.0168798
4.46429,4.96E-08,7.49E-05,0.000193834,0.0196257
4.46828,3.29E-08,9.94E-05,0.000189304,0.0231328
4.47227,3.53E-08,0.000163317,0.000129461,0.0271232
4.47628,5.18E-08,7.06E-05,0.000131369,0.0320613
4.48029,4.31E-08,9.54E-06,7.49E-05,0.0379908
4.4843,6.05E-08,0.000191689,6.53E-05,0.0450649
4.48833,5.83E-08,9.44E-05,0.000231743,0.0534713
4.49236,9.31E-08,7.80E-05,0.000169277,0.0641689
4.4964,1.71E-08,0.000128508,7.01E-05,0.0763762
4.50045,1.21E-08,0.000113726,0.000124693,0.0914092
4.5045,3.87E-08,6.22E-05,3.17E-05,0.109019
4.50857,2.79E-08,0.000175714,8.82E-05,0.1306
4.51264,6.06E-08,2.74E-05,0.00020957,0.1551
4.51671,1.57E-08,0.00010109,5.94E-05,0.184509
4.5208,1.98E-08,0.00022459,8.32E-05,0.2176
4.52489,4.04E-08,7.06E-05,0.000113964,0.255887
4.52899,5.43E-08,7.53E-05,3.34E-05,0.297699
4.53309,4.21E-08,7.80E-05,0.000136852,0.344061
4.53721,3.94E-08,5.08E-05,9.89E-05,0.392298
4.54133,2.27E-08,6.70E-05,9.11E-05,0.442824
4.54545,5.36E-08,0.000107765,0.000148535,0.492811
4.54959,2.64E-08,0.000104189,0.000162602,0.542269
4.55373,3.52E-08,7.61E-05,0.000112057,0.588044
4.55789,5.22E-08,5.25E-05,0.000117302,0.63042
4.56204,4.47E-08,7.06E-05,4.24E-05,0.667872
4.56621,5.13E-08,8.37E-05,7.68E-05,0.700045
4.57038,4.64E-08,2.93E-05,7.96E-05,0.727215
4.57457,7.37E-10,0.000130415,6.65E-05,0.749059
4.57875,2.66E-08,0.000142097,0.000226736,0.767256
4.58295,4.16E-08,7.53E-05,0.000118017,0.780405
4.58716,7.63E-08,0.000171185,2.98E-05,0.792135
4.59137,7.53E-08,0.000198841,9.47E-05,0.799777
4.59559,5.89E-08,0.000107288,0.000137329,0.806933
4.59982,1.94E-08,0.000134468,0.000124455,0.810751
4.60405,3.03E-08,0.00010848,3.48E-05,0.815771
4.60829,8.98E-08,0.000128269,0.000180721,0.817595
4.61255,5.74E-08,9.78E-05,0.000167131,0.820901
4.61681,2.20E-08,8.92E-05,0.000105381,0.821176
4.62107,8.41E-08,0.000143528,0.000144243,0.823977
4.62535,6.63E-08,0.000120401,0.000127792,0.823449
4.62963,1.33E-08,0.00010252,5.94E-05,0.825899
4.63392,7.32E-08,8.68E-05,0.00024271,0.825341
4.63822,9.59E-08,0.000157833,3.60E-05,0.8272
4.64253,8.86E-08,5.39E-05,0.000100136,0.826723
4.64684,1.26E-07,5.82E-05,0.000117064,0.82822
4.65116,6.63E-08,4.79E-05,0.000144005,0.82788
4.65549,7.23E-08,8.34E-05,0.000103712,0.829028
4.65983,8.64E-08,8.92E-05,4.84E-05,0.829108
4.66418,7.90E-08,3.84E-05,0.000103235,0.830227
4.66853,4.86E-08,8.46E-05,0.000125408,0.830306
4.6729,6.15E-08,6.34E-05,0.000117064,0.831415
4.67727,9.43E-08,3.00E-05,0.000158071,0.832288
4.68165,3.17E-08,7.77E-05,0.000134468,0.833089
4.68604,3.98E-08,0.000118256,3.36E-05,0.834172
4.69043,8.12E-08,4.43E-05,4.01E-05,0.835043
4.69484,6.60E-08,4.08E-05,7.39E-05,0.836901
4.69925,8.16E-08,0.000106811,0.000250101,0.837833
4.70367,8.49E-08,0.000105619,0.000168323,0.839984
4.7081,2.31E-08,0.000143528,0.000118494,0.840764
4.71254,7.55E-08,5.77E-05,9.32E-05,0.843495
4.71698,2.25E-07,7.51E-05,0.000124931,0.844186
4.72144,5.19E-08,2.86E-05,0.000148296,0.847266
4.7259,4.84E-09,0.000155449,0.000125885,0.84796
4.73037,1.64E-07,0.000121832,0.000102043,0.851403
4.73485,1.51E-07,5.51E-05,0.000114679,0.852231
4.73934,1.03E-07,0.000151634,8.61E-05,0.85591
4.74383,1.06E-08,7.46E-05,0.000152826,0.856723
4.74834,8.91E-08,0.000189066,0.000118017,0.860413
4.75285,7.44E-08,0.000119448,1.38E-05,0.861228
4.75737,7.87E-08,8.06E-05,8.99E-05,0.864835
4.7619,4.41E-08,8.77E-05,0.000226498,0.865826
4.76644,1.65E-08,0.000141382,3.24E-05,0.869352
4.77099,8.95E-08,0.000153303,0.000131845,0.870545
4.77555,6.33E-08,0.000169754,0.000137329,0.873187
4.78011,3.29E-08,0.000145674,8.96E-05,0.87458
4.78469,5.94E-08,0.000134707,7.96E-05,0.877108
4.78927,1.09E-07,0.000128746,0.000115395,0.878565
4.79386,8.56E-08,7.15E-05,0.000209808,0.880579
4.79846,1.12E-07,0.000119686,0.000115633,0.882404
4.80307,1.12E-07,0.000129461,1.55E-05,0.884132
4.80769,3.24E-08,0.000113964,0.000146627,0.885627
4.81232,5.11E-08,7.89E-05,0.000164747,0.886797
4.81696,4.52E-08,5.17E-05,3.00E-05,0.888772
4.8216,9.11E-08,5.44E-05,0.00014925,0.889754
4.82625,1.47E-07,7.03E-05,0.000166893,0.891348
4.83092,1.64E-07,4.27E-05,7.77E-05,0.892215
4.83559,7.33E-08,0.000147819,2.81E-05,0.894281
4.84027,1.34E-07,9.51E-05,6.75E-05,0.894244
4.84496,1.25E-07,1.84E-05,6.37E-05,0.896351
4.84966,1.53E-07,9.56E-05,8.25E-05,0.896149
4.85437,1.15E-07,7.82E-05,2.24E-05,0.898462
4.85909,7.47E-08,0.000140667,0.000102282,0.897854
4.86381,8.39E-09,3.60E-05,0.000109911,0.900315
4.86855,2.08E-07,0.00015068,0.000107765,0.89925
4.87329,1.89E-07,0.000109196,0.000119448,0.900961
4.87805,9.56E-08,0.000153542,9.51E-05,0.900418
4.88281,3.46E-08,0.000189304,0.000114679,0.901808
4.88759,7.70E-08,0.000153303,0.000163317,0.900589
4.89237,1.51E-07,7.72E-05,7.99E-05,0.901171
4.89716,2.52E-07,9.89E-05,2.00E-05,0.900028
4.90196,5.27E-08,0.000166655,2.00E-05,0.900008
4.90677,7.16E-08,5.22E-05,9.51E-05,0.898602
4.91159,1.46E-07,8.80E-05,0.000114679,0.897736
4.91642,1.60E-07,0.000110388,8.92E-05,0.895916
4.92126,3.47E-08,8.94E-05,0.000131845,0.894212
4.92611,1.24E-07,7.41E-05,0.000112295,0.89205
4.93097,1.55E-07,0.000188112,0.000190258,0.889586
4.93583,9.32E-08,0.000237227,0.000159264,0.886755
4.94071,1.94E-07,9.49E-05,0.000225306,0.88349
4.9456,1.08E-07,0.000150919,0.000161171,0.879929
4.9505,6.40E-08,0.000136614,0.000149012,0.875606
4.9554,2.24E-07,2.00E-05,0.000255823,0.872245
4.96032,1.77E-07,0.000125647,7.53E-05,0.866333
4.96524,1.19E-07,0.000145435,2.84E-05,0.862025
4.97018,1.78E-07,1.98E-05,0.000194073,0.856474
4.97512,6.14E-08,0.000102758,7.01E-05,0.852023
4.98008,1.77E-07,1.50E-05,5.41E-05,0.845664
4.98504,1.60E-07,0.000148296,3.86E-05,0.840722
4.99002,1.31E-07,5.20E-05,5.87E-05,0.834142
4.995,4.01E-08,1.55E-05,0.000100851,0.828767
5,1.49E-07,1.93E-05,1.93E-05,0.822491
5.00501,1.61E-07,6.91E-05,0.000189543,0.817321
5.01002,4.45E-08,5.79E-05,7.61E-05,0.811781
5.01505,1.26E-07,0.000107527,9.06E-05,0.807555
5.02008,6.72E-08,4.70E-05,1.84E-05,0.803032
5.02513,1.32E-07,8.68E-05,9.32E-05,0.798712
5.03018,-8.71E-09,0.000121593,0.000145674,0.795749
5.03525,3.92E-08,0.00013876,8.27E-05,0.793336
5.04032,3.11E-08,6.03E-05,0.000183821,0.791963
5.04541,1.07E-07,0.000157118,0.000123739,0.791531
5.05051,1.30E-07,0.000202656,0.000100374,0.792135
5.05561,3.46E-08,8.01E-05,0.000140905,0.794236
5.06073,3.77E-08,6.72E-05,0.000157833,0.797058
5.06586,2.05E-08,9.75E-05,0.000122309,0.801705
5.07099,4.08E-08,0.000144005,7.77E-05,0.808072
5.07614,6.22E-08,5.91E-05,4.89E-05,0.815265
5.0813,7.18E-08,8.89E-05,0.000135183,0.823616
5.08647,5.76E-08,7.10E-05,0.000148535,0.832853
5.09165,5.47E-08,1.26E-05,0.000107527,0.842308
5.09684,4.12E-08,4.51E-05,5.91E-05,0.851308
5.10204,1.41E-08,0.000142097,0.000117064,0.858601
5.10725,2.55E-08,9.68E-05,0.000100613,0.862336
5.11247,5.13E-08,3.43E-05,3.93E-05,0.861371
5.11771,5.35E-08,9.78E-06,0.000195026,0.85292
5.12295,1.33E-08,6.44E-05,0.00017333,0.835655
5.12821,5.21E-08,9.42E-05,0.000214338,0.806866
5.13347,1.27E-08,0.000112295,6.48E-05,0.766437
5.13875,1.77E-08,2.36E-05,7.77E-05,0.714486
5.14403,1.50E-08,3.19E-05,9.37E-05,0.654024
5.14933,2.19E-08,1.74E-05,0.000250101,0.583771
5.15464,1.27E-09,4.89E-05,9.85E-05,0.512468
5.15996,3.78E-09,0.000126839,8.89E-05,0.443761
5.16529,8.46E-09,4.17E-05,0.000112057,0.377033
5.17063,2.84E-08,6.79E-05,0.000147104,0.317584
5.17598,9.01E-09,0.000115156,0.000140905,0.264787
5.18135,2.48E-09,0.000114441,0.000108004,0.219531
5.18672,1.53E-08,8.11E-05,3.41E-05,0.181834
5.19211,1.18E-08,8.73E-05,3.84E-05,0.149174
5.19751,7.16E-10,0.000148058,3.67E-05,0.125067
5.20291,9.02E-10,9.92E-05,5.01E-05,0.100627
5.20833,3.54E-09,8.58E-05,0.000131607,0.0848017
5.21376,1.97E-08,0.000166655,0.000112772,0.0695746
5.21921,1.28E-08,0.000126123,5.41E-05,0.0571208
5.22466,1.90E-09,8.65E-05,0.000119924,0.0483515
5.23013,1.35E-08,4.72E-05,0.000121117,0.0401175
5.2356,3.37E-09,9.08E-05,0.00010252,0.0336158
5.24109,1.45E-08,3.89E-05,0.000160694,0.0279913
5.24659,1.12E-08,1.10E-05,4.27E-05,0.023634
5.2521,1.72E-08,0.000101805,0.000186205,0.0200574
5.25762,8.90E-09,0.000184298,5.82E-05,0.0168276
5.26316,2.53E-08,9.35E-05,9.18E-05,0.0142834
5.2687,5.74E-09,7.53E-05,0.000212192,0.0118682
5.27426,4.94E-10,0.00017333,2.29E-05,0.010345
5.27983,6.44E-09,0.000133038,9.66E-05,0.00830388
5.28541,9.80E-09,0.000109672,0.000184298,0.00745892
5.29101,1.41E-08,5.94E-05,0.000233889,0.00583148
5.29661,8.45E-09,3.05E-05,4.29E-05,0.00516987
5.30223,7.65E-09,1.76E-05,0.000110865,0.0042994
5.30786,7.27E-09,0.000107765,0.000159025,0.00373983
5.3135,7.24E-09,6.29E-05,0.000282764,0.00311327
5.31915,1.01E-08,4.46E-05,6.96E-05,0.00267291
5.32481,3.95E-09,9.37E-05,0.000115395,0.0021534
5.33049,1.44E-08,0.000152111,0.000149727,0.00179243
5.33618,1.63E-09,0.000100374,5.56E-05,0.00144625
5.34188,1.07E-09,6.77E-05,0.000134468,0.00114417
5.34759,6.43E-09,9.06E-05,0.000187874,0.000705481
5.35332,2.29E-08,0.000252485,0.000191212,0.000169277
5.35906,6.72E-09,9.87E-05,6.48E-05,0.000419378
5.36481,5.46E-09,0.000123978,0.000123978,0.000417948
5.37057,6.74E-09,0.000174522,0.000206709,0.0002563
5.37634,5.48E-09,0.000150442,0.000102997,0.000238657
5.38213,1.44E-08,0.000144958,0.000151396,0.000129223
5.38793,5.67E-09,8.92E-05,0.000217915,0.000361443
5.39374,3.77E-09,6.77E-05,0.000162602,0.000281572
5.39957,6.04E-09,8.56E-05,-1.19E-06,0.000430584
5.40541,1.59E-09,0.000119448,0.000177383,0.000475168
5.41126,4.01E-09,5.91E-05,0.000118256,0.000784397
5.41712,2.75E-08,0.000188828,9.82E-05,0.00067234
5.42299,2.30E-08,0.000146627,0.000209093,0.00146961
5.42888,1.80E-09,6.37E-05,0.000133514,0.000606775
5.43478,1.62E-08,8.18E-05,0.000104904,0.000857592
5.4407,8.07E-09,0.000122547,5.34E-05,0.000852585
5.44662,1.79E-09,1.91E-05,6.15E-05,0.000756979
5.45256,9.83E-09,0.000124455,0.000138044,0.000739813
5.45852,1.55E-09,0.000202894,0.000116348,0.000865459
5.46448,1.95E-08,8.92E-05,0.000316143,0.00107622
5.47046,2.96E-09,0.00013423,0.000178099,0.000816345
5.47645,1.17E-09,9.47E-05,0.000140905,0.000808716
5.48246,1.57E-08,0.000121832,6.53E-05,0.00109816
5.48847,1.56E-08,0.000125408,8.13E-05,0.00084734
5.49451,1.84E-08,0.000100613,0.000208616,0.000923395
5.50055,5.70E-09,0.000123501,0.000195742,0.000910997
5.50661,1.18E-09,7.37E-05,8.73E-05,0.000983477
5.51268,7.28E-09,5.75E-05,2.84E-05,0.000786304
5.51876,3.47E-08,1.31E-05,9.13E-05,0.000900984
5.52486,3.89E-08,0.000104427,0.000231504,0.000942945
5.53097,7.98E-09,0.000134707,0.00015235,0.000795841
5.5371,2.01E-08,0.000123024,4.48E-05,0.000853777
5.54324,7.25E-09,0.0001297,0.000229835,0.000943422
5.54939,9.08E-09,0.000123262,9.94E-05,0.00103545
5.55556,6.00E-09,9.82E-05,0.000225544,0.00106621
5.56174,8.71E-09,2.93E-05,0.000296593,0.00107074
5.56793,3.05E-09,7.10E-05,0.000102282,0.00101829
5.57414,4.03E-09,5.72E-05,0.00016427,0.00120974
5.58036,1.05E-08,0.000181198,0.000220776,0.00133371
5.58659,5.51E-09,8.06E-05,9.35E-05,0.00118995
5.59284,1.81E-08,9.35E-05,8.63E-05,0.000854492
5.5991,1.07E-08,0.000114202,0.00019455,0.000968695
5.60538,4.82E-09,8.20E-05,0.000176191,0.00121307
5.61167,4.73E-09,6.77E-05,8.63E-05,0.00119686
5.61798,3.36E-09,7.80E-05,0.000172854,0.00134182
5.6243,1.68E-08,0.000137806,0.000134707,0.00108385
5.63063,2.45E-08,0.000115633,0.000256777,0.00105762
5.63698,5.57E-09,7.63E-05,9.70E-05,0.00123596
5.64334,1.34E-08,0.000305653,0.000344992,0.00188398
5.64972,3.35E-09,0.000200748,0.000166178,0.00127912
5.65611,1.92E-08,6.84E-05,0.0001266,0.00113416
5.66251,1.48E-08,7.51E-05,0.000272989,0.000870466
5.66893,1.19E-08,5.63E-05,9.92E-05,0.000647306
5.67537,2.91E-08,0.000166893,0.000211477,0.000771999
5.68182,3.30E-08,3.55E-05,0.000252247,0.000678778
5.68828,4.64E-08,0.000132084,0.000170708,0.000725985
5.69476,1.67E-08,0.000394583,0.000227213,0.000693321
5.70125,9.11E-09,0.000164747,0.000190258,0.000457764
5.70776,2.82E-08,0.000164986,0.00039506,0.000376463
5.71429,2.33E-08,0.000224352,0.000223637,0.000412464
5.72082,2.70E-08,0.000306129,0.000318766,0.000432491
5.72738,6.59E-09,0.000161886,0.000124693,0.000296116
5.73394,8.32E-09,0.000259399,0.000190496,0.000253916
5.74053,2.05E-08,0.000164509,0.00020504,0.0001266
5.74713,5.89E-09,0.000153065,0.000351191,0.000199318
5.75374,3.40E-08,0.000154495,0.000207186,0.000260592
5.76037,7.82E-09,3.41E-05,0.000313997,0.000396729
5.76701,1.11E-07,0.000282049,0.000391007,0.000534534
5.77367,1.43E-08,9.20E-05,8.20E-05,6.46E-05
5.78035,1.74E-08,0.000169992,0.000240803,0.000196934
5.78704,1.56E-09,0.000125408,0.000132322,0.000204563
5.79374,1.28E-08,0.000135422,0.000355959,0.000124455
5.80046,2.90E-08,5.41E-05,0.00024271,0.000145912
5.8072,2.73E-08,0.000147581,0.000144005,0.00020051
5.81395,1.23E-08,0.000262022,0.000366688,0.000218868
5.82072,7.42E-08,0.000138283,0.000496387,0.000147581
5.82751,5.72E-08,0.000112534,0.000153065,0.000193119
5.83431,1.66E-08,3.55E-05,0.000376463,0.000125408
5.84112,2.61E-08,0.000127792,0.000136375,0.000248671
5.84795,1.99E-08,0.000114441,0.000406265,0.000328779
5.8548,1.32E-09,0.000147819,0.000438452,0.000195742
5.86166,3.79E-08,0.00031352,0.000457525,0.000163317
5.86854,8.95E-10,0.000139952,0.000415325,0.00027132
5.87544,9.75E-09,5.87E-05,0.000580072,0.000398874
5.88235,1.99E-07,0.000344276,0.000405788,0.000543594
5.88928,2.59E-08,0.000142574,0.000188351,0.000269651
5.89623,1.26E-07,0.000176191,0.00046277,0.000434875
5.90319,2.80E-08,3.62E-05,0.000105381,0.000108719
5.91017,1.11E-08,0.000118256,0.00019455,0.000153065
5.91716,2.08E-08,4.46E-05,0.000113726,0.00020957
5.92417,1.09E-08,0.00014925,0.000385284,0.000249863
5.9312,1.88E-08,4.94E-05,0.000295639,0.000524283
5.93824,4.73E-07,0.000388622,0.000919104,0.00124669
5.9453,1.81E-08,0.000182867,0.000448465,0.000190735
5.95238,2.74E-08,7.15E-06,0.000394106,0.000524521
5.95948,7.81E-09,0.000294447,0.000183582,0.0002985
5.96659,2.88E-08,0.000254154,0.000531197,0.000445127
5.97372,1.07E-08,3.19E-05,0.000268459,1.00E-05
5.98086,1.01E-08,0.000115395,0.000168323,0.000150204
5.98802,1.29E-07,0.000167131,0.000385523,0.000491858
5.9952,9.94E-09,0.000101805,0.000368118,0.000353813
6.0024,9.50E-09,8.23E-05,0.000382185,0.000103712
6.00962,1.19E-08,0.000108957,0.000332356,0.00016737
6.01685,3.36E-08,0.000245571,0.000220299,0.000158548
6.0241,7.76E-09,1.24E-05,0.000296116,0.000144482
6.03136,1.39E-08,4.05E-05,0.000185728,0.000100851
6.03865,4.10E-08,9.75E-05,0.000204325,0.000213623
6.04595,4.16E-07,0.000425816,0.000644445,0.00107575
6.05327,1.25E-07,0.000425816,0.0011971,0.0001688
6.06061,1.26E-08,9.89E-05,0.000479221,0.000182867
6.06796,8.77E-08,0.000193119,0.000375986,0.000413656
6.07533,1.55E-07,0.000277996,0.000390768,0.00058341
6.08273,2.48E-08,0.000121593,0.000151157,0.000115395
6.09013,2.00E-08,5.36E-05,0.000339985,0.000119448
6.09756,5.41E-09,0.000100374,0.000429153,0.000154972
6.10501,2.30E-08,8.46E-05,0.000635385,0.00017333
6.11247,1.18E-07,0.000545263,0.000654697,0.000606298
6.11995,6.48E-09,0.000277519,0.000417233,0.000235319
6.12745,2.00E-08,7.96E-05,0.000140905,0.000334024
6.13497,5.58E-09,0.000127077,0.000628471,0.000146151
6.14251,1.48E-08,0.000130177,0.00038743,0.000236511
6.15006,1.66E-09,0.000145435,0.000849485,0.000193119
6.15764,4.40E-08,0.000114441,0.000198126,0.000367165
6.16523,2.20E-08,5.89E-05,0.00074625,0.000108719
6.17284,1.23E-08,7.87E-06,0.000284433,0.000268459
6.18047,2.37E-08,2.62E-05,0.000901938,0.000232696
6.18812,7.25E-09,0.000106811,0.000232458,0.000300646
6.19579,1.06E-08,4.98E-05,0.000978231,0.000183821
6.20347,1.79E-08,9.58E-05,0.00037837,0.000100374
6.21118,1.30E-08,9.42E-05,0.0011301,0.000232935
6.21891,2.52E-08,0.000155449,0.000910997,0.000263691
6.22665,1.11E-08,6.13E-05,0.00105548,0.000116587
6.23441,6.61E-09,0.00017643,0.0010457,1.41E-05
6.2422,1.04E-08,6.94E-05,0.00152731,0.000137329
6.25,9.73E-09,5.41E-05,0.00126267,0.000221014
6.25782,7.62E-09,0.000130892,0.00134754,0.000230074
6.26566,5.02E-09,8.94E-05,0.00169921,0.000180483
6.27353,-2.06E-09,9.18E-05,0.00193596,0.000226736
6.28141,8.41E-09,0.000123978,0.00215697,0.000103712
6.28931,1.62E-08,0.000188828,0.00176883,0.00015831
6.29723,1.82E-09,0.000163317,0.00255012,0.000113964
6.30517,1.70E-08,7.65E-05,0.00232029,0.000162363
6.31313,3.21E-08,4.79E-05,0.00291681,0.000174046
6.32111,2.01E-08,0.000175953,0.00261021,0.000215054
6.32911,8.50E-09,8.49E-05,0.00385213,0.000121593
6.33714,4.17E-09,0.000141382,0.00309491,0.000112534
6.34518,1.41E-07,0.000267983,0.00569773,0.000484943
6.35324,2.36E-08,4.82E-05,0.00425124,7.87E-05
6.36132,1.25E-08,1.22E-05,0.00667143,0.000167847
6.36943,3.03E-08,0.000226736,0.00477409,0.000341415
6.37755,2.16E-08,0.000162125,0.00918817,0.000170469
6.3857,1.60E-08,0.00010848,0.00832534,0.000160933
6.39386,8.99E-09,0.000198603,0.0130382,0.00028944
6.40205,8.20E-09,0.000113726,0.0120082,0.00026536
6.41026,4.16E-07,0.000499487,0.0207274,0.000689983
6.41849,5.57E-07,0.00105476,0.0185451,0.000593424
6.42674,1.75E-09,7.87E-05,0.0262673,0.000187635
6.43501,1.56E-08,0.000296354,0.0319157,0.000121355
6.4433,2.02E-08,0.000149012,0.0431385,0.000257254
6.45161,9.57E-09,0.000101328,0.0546529,4.86E-05
6.45995,1.43E-08,0.000160456,0.0779407,0.000148773
6.46831,1.29E-08,0.000160456,0.0997148,0.000121593
6.47668,1.10E-07,0.000221491,0.14815,0.000132561
6.48508,1.23E-07,0.000136852,0.199707,0.000363112
6.49351,2.22E-07,0.000363588,0.251723,0.00064683
6.50195,6.35E-08,0.000280142,0.360518,0.000126362
6.51042,5.63E-09,0.000124931,0.40015,0.00014925
6.5189,2.07E-08,0.000149012,0.444805,0.000139237
6.52742,4.48E-09,0.000121117,0.39417,0.000130177
6.53595,0,0.000144958,0.357338,6.89E-05
6.5445,1.72E-08,0.000109434,0.277344,0.00017333
6.55308,3.26E-08,0.000335932,0.238861,0.000127077
6.56168,6.79E-08,0.000164509,0.178075,0.000185251
6.5703,9.60E-08,5.56E-05,0.171227,0.000506639
6.57895,7.21E-08,0.0002985,0.125154,0.00013113
6.58762,3.21E-08,0.000156403,0.118701,0.000119924
6.59631,6.32E-08,0.000218868,0.0968485,0.000176907
6.60502,1.24E-08,0.000100136,0.0917676,0.000275135
6.61376,5.07E-09,9.61E-05,0.0803049,0.000149012
6.62252,3.10E-09,9.89E-05,0.0782993,0.000178337
6.6313,2.44E-08,0.00026679,0.070847,0.000771046
6.64011,2.27E-07,0.000799656,0.0699227,0.000734568
6.64894,1.30E-08,0.000104189,0.0626779,0.000213385
6.65779,3.72E-08,5.53E-05,0.0617414,7.53E-05
6.66667,1.04E-08,0.000120401,0.0590434,0.000130415
6.67557,3.62E-09,5.96E-05,0.0587099,0.000133514
6.68449,9.73E-09,0.000123262,0.0562434,0.00031662
6.69344,1.90E-08,0.000177145,0.0561194,0.000136375
6.70241,5.26E-08,0.00016427,0.0551674,0.000164032
6.71141,4.69E-08,0.000177383,0.055012,0.000383139
6.72043,1.77E-08,7.22E-05,0.0555029,0.000170469
6.72948,3.38E-08,0.000124216,0.0561731,5.01E-05
6.73854,1.47E-08,0.000110149,0.0566611,0.000215292
6.74764,-1.22E-10,0.000171185,0.0575368,0.000225544
6.75676,7.35E-09,0.000115871,0.0592871,0.000151396
6.7659,2.47E-08,0.000115633,0.0603368,0.000246286
6.77507,2.19E-08,0.000173569,0.0630605,0.000120401
6.78426,3.07E-08,0.000213146,0.0648258,0.000147819
6.79348,4.33E-08,0.000122786,0.0682874,0.000300407
6.80272,2.29E-08,0.00011301,0.070339,0.000120163
6.81199,6.31E-09,9.97E-05,0.0746677,0.000153542
6.82128,2.31E-08,0.000124216,0.0779858,0.000187159
6.8306,2.20E-08,0.000188112,0.0841551,0.000521183
6.83995,3.47E-09,7.89E-05,0.0877767,9.30E-05
6.84932,1.71E-08,0.000116348,0.0952985,0.000237227
6.85871,8.46E-08,0.000375509,0.0999811,0.000241756
6.86813,2.55E-08,0.000321627,0.112746,0.000409365
6.87758,1.96E-08,0.000134468,0.117892,0.000160933
6.88705,1.92E-08,8.20E-05,0.131864,0.000167131
6.89655,5.54E-09,0.000157833,0.141257,5.65E-05
6.90608,1.70E-08,0.000227928,0.158493,4.70E-05
6.91563,1.13E-08,1.36E-05,0.173152,0.00015068
6.92521,2.67E-08,0.000104904,0.193588,0.000121593
6.93481,5.91E-09,0.000174284,0.214243,0.000140667
6.94444,4.19E-09,0.00015831,0.243829,0.000115871
6.9541,2.04E-08,0.000166178,0.266106,9.25E-05
6.96379,1.37E-08,0.000165939,0.309666,0.000328541
6.9735,2.20E-08,0.000154972,0.341693,0.00022459
6.98324,2.40E-08,0.000258446,0.385621,0.000162602
6.99301,6.95E-09,0.000177145,0.431057,0.000135422
7.0028,2.62E-09,2.17E-05,0.481075,0.000178575
7.01262,3.78E-09,0.000140905,0.528748,5.03E-05
7.02247,8.13E-09,0.00023675,0.571465,3.15E-05
7.03235,1.30E-08,0.000104189,0.617178,0.000107288
7.04225,2.02E-08,0.000266075,0.640076,0.000173092
7.05219,5.81E-08,0.000100851,0.662773,0.000126123
7.06215,2.40E-08,0.00014472,0.659863,0.00013113
7.07214,4.68E-08,3.15E-05,0.651932,0.000191212
7.08215,2.43E-09,0.00013113,0.625547,0.000148773
7.0922,4.46E-08,0.00018549,0.596361,0.000321627
7.10227,3.88E-09,5.05E-05,0.556057,7.72E-05
7.11238,4.52E-08,0.00019002,0.519501,0.000104427
7.12251,1.09E-08,0.000197887,0.474919,0.00022006
7.13267,1.63E-08,2.41E-05,0.441437,0.000331163
7.14286,6.09E-08,0.000237703,0.404432,0.000256538
7.15308,1.65E-08,0.000124216,0.371676,0.000159979
7.16332,1.61E-09,0.000185728,0.346841,0.00020957
7.1736,1.59E-08,0.000263691,0.317841,0.000231743
7.18391,7.36E-09,0.000195742,0.296039,7.56E-05
7.19424,5.02E-10,0.000186682,0.276301,0.000151634
7.20461,1.06E-08,0.000164986,0.259098,0.000184536
7.21501,1.55E-08,8.87E-05,0.241295,4.20E-05
7.22543,2.46E-08,0.000115395,0.230752,6.56E-05
7.23589,2.41E-08,0.000188112,0.218009,0.000143766
7.24638,1.46E-09,0.000148058,0.208541,0.000200987
7.25689,7.30E-09,7.58E-05,0.199333,7.01E-05
7.26744,1.69E-08,0.000109672,0.19295,9.04E-05
7.27802,3.63E-08,0.000175238,0.184344,9.92E-05
7.28863,1.38E-08,0.000213385,0.179222,4.89E-05
7.29927,1.24E-08,0.000160694,0.174952,0.00012207
7.30994,1.40E-08,9.25E-05,0.171113,0.000176907
7.32064,3.57E-08,0.000140905,0.167364,7.68E-05
7.33138,1.16E-08,0.000123024,0.165415,0.000189066
7.34214,3.99E-08,6.99E-05,0.161699,0.000263214
7.35294,1.06E-08,6.82E-05,0.161106,0.000115871
7.36377,9.12E-10,7.89E-05,0.160146,8.99E-05
7.37463,2.50E-08,5.10E-05,0.160606,0.000113249
7.38552,2.57E-08,0.000245094,0.160012,0.000211716
7.39645,1.31E-09,0.000204563,0.160783,0.000125885
7.40741,8.74E-09,7.44E-05,0.161555,8.46E-05
7.4184,1.09E-08,0.000139237,0.163496,0.000125885
7.42942,2.45E-08,0.0001719,0.165232,0.000100374
7.44048,1.91E-08,0.000235081,0.168469,0.000122786
7.45156,2.71E-09,0.000121117,0.171093,0.000133991
7.46269,3.29E-08,0.000201702,0.174869,5.41E-05
7.47384,4.53E-09,0.000116825,0.178437,0.000140905
7.48503,2.12E-08,0.000221252,0.183678,0.000229359
7.49625,1.73E-08,0.000211239,0.189843,0.00020361
7.50751,1.68E-08,7.25E-05,0.196414,0.000161171
7.5188,1.14E-08,0.00010705,0.203024,0.000181675
